arm,km,layer,x,y,bed_raw,bed,bed_env,status_L,d_L,lon_L,lat_L,z_L,slope_L,sig_L,stage_L,flags_L,status_R,d_R,lon_R,lat_R,z_R,slope_R,sig_R,stage_R,flags_R,stage,stage_n,width,Rc,turn_deg,outer,dh,dh_sig,v_super,v_lo,v_hi,v_quality,A,Q,Fr,valid_frac,changed_L,changed_R,d_pre_L,d_pre_R,d_start_L,d_start_R,d_last_L,d_last_R,prebare_L,prebare_R,dem_src_L,dem_src_R,bridged
main,0.70,s2,354476.7,3129346.4,4164.7524,4164.7524,4164.7524,open,,,,,,,,,ok,5.00,85.516149,28.282106,4172.2,2.23,33.92,7.447754,prebare-at-trim;no-change-in-run,,0,,,0.00,,,,,,,,,,,1.00,,0,,85.0,0.00,0.00,600.0,,,1,,1,0
main,0.70,s2chg,354476.7,3129346.4,4164.7524,4164.7524,4164.7524,open,,,,,,,,,ok,5.00,85.516149,28.282106,4172.2,2.23,33.92,7.447754,prebare-at-trim;no-change-in-run,,0,,,0.00,,,,,,,,,,,1.00,,0,,85.0,0.00,0.00,600.0,,,1,,1,0
main,0.80,s2,354432.2,3129435.7,4097.9917,4097.9917,4097.9917,open,,,,,,,,,open,,,,,,,,,,0,,,0.00,,,,,,,,,,,1.00,,,,,0.00,0.00,600.0,600.0,,,,,0
main,0.80,s2chg,354432.2,3129435.7,4097.9917,4097.9917,4097.9917,open,,,,,,,,,ok,545.0,85.520582,28.285133,4339.9,2.21,33.75,241.90234,no-change-in-run,,0,,,0.00,,,,,,,,,,,1.00,,0,,485.0,0.00,0.00,600.0,,,0,,1,0
main,0.90,s2,354387.8,3129525.0,4058.6934,4058.6934,4058.6934,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.96,,,,,0.00,0.00,600.0,390.0,,,,,0
main,0.90,s2chg,354387.8,3129525.0,4058.6934,4058.6934,4058.6934,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.96,,,,,0.00,0.00,600.0,390.0,,,,,0
main,1.00,s2,354343.3,3129614.3,4037.8982,4037.8982,4037.8982,ok,505.0,85.510221,28.282448,4193.6,2.78,42.33,155.72046,no-change-in-run,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.96,0,,485.0,,0.00,0.00,,230.0,0,,1,,0
main,1.00,s2chg,354343.3,3129614.3,4037.8982,4037.8982,4037.8982,ok,505.0,85.510221,28.282448,4193.6,2.78,42.33,155.72046,no-change-in-run,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.96,0,,485.0,,0.00,0.00,,230.0,0,,1,,0
main,1.10,s2,354298.8,3129703.6,4017.2559,4017.2559,4017.2559,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.94,,,,,0.00,0.00,600.0,350.0,,,,,0
main,1.10,s2chg,354298.8,3129703.6,4017.2559,4017.2559,4017.2559,open,,,,,,,,,ok,235.0,85.516377,28.286258,4109.4,0.85,13.09,92.19287,,92.2,1,,,0.00,,,,,,,,,,,0.94,,1,,165.0,0.00,0.00,600.0,,,0,,1,0
main,1.20,s2,354254.3,3129792.9,3996.051,3996.051,3996.051,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.87,,,,,0.00,0.00,600.0,200.0,,,,,0
main,1.20,s2chg,354254.3,3129792.9,3996.051,3996.051,3996.051,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.87,,,,,0.00,0.00,600.0,200.0,,,,,0
main,1.30,s2,354209.9,3129882.2,3977.782,3977.782,3977.782,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.99,,,,,0.00,0.00,600.0,260.0,,,,,0
main,1.30,s2chg,354209.9,3129882.2,3977.782,3977.782,3977.782,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.99,,,,,0.00,0.00,600.0,260.0,,,,,0
main,1.40,s2,354165.4,3129971.5,3951.703,3951.703,3951.703,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.93,,,,,0.00,0.00,600.0,80.0,,,,,0
main,1.40,s2chg,354165.4,3129971.5,3951.703,3951.703,3951.703,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.93,,,,,0.00,0.00,600.0,80.0,,,,,0
main,1.50,s2,354120.9,3130060.8,3810.5662,3810.5662,3810.5662,open,,,,,,,,,open,,,,,,,,,,0,,,0.00,,,,,,,,,,,1.00,,,,,0.00,0.00,600.0,600.0,,,,,0
main,1.50,s2chg,354120.9,3130060.8,3810.5662,3810.5662,3810.5662,open,,,,,,,,,ok,425.0,85.516242,28.290245,4109.5,1.20,18.35,298.97437,,299.0,1,,,0.00,,,,,,,,,,,1.00,,1,,125.0,0.00,0.00,600.0,,,0,,1,0
main,1.60,s2,354076.5,3130150.1,3770.5684,3770.5684,3770.5684,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.91,,,,,0.00,0.00,600.0,450.0,,,,,0
main,1.60,s2chg,354076.5,3130150.1,3770.5684,3770.5684,3770.5684,ok,435.0,85.508068,28.287542,4008.5,1.00,15.34,237.91504,,truncated,,,,,,,,,237.9,1,,,0.00,,,,,,,,,,,0.91,1,,375.0,,0.00,0.00,,450.0,0,,1,,0
main,1.70,s2,354032.0,3130239.4,3749.348,3749.348,3749.348,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.90,,,,,0.00,0.00,600.0,410.0,,,,,0
main,1.70,s2chg,354032.0,3130239.4,3749.348,3749.348,3749.348,open,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.90,,,,,0.00,0.00,600.0,410.0,,,,,0
main,1.80,s2,353987.5,3130328.7,3737.2017,3737.2017,3737.2017,truncated,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.85,,,,,0.00,0.00,580.0,170.0,,,,,0
main,1.80,s2chg,353987.5,3130328.7,3737.2017,3737.2017,3737.2017,ok,565.0,85.505960,28.288608,4143.8,1.07,19.16,406.5547,,truncated,,,,,,,,,406.6,1,,,0.00,,,,,,,,,,,0.85,1,,265.0,,0.00,0.00,,170.0,0,,0,,0
main,1.90,s2,353943.1,3130418.0,3714.782,3714.782,3714.782,truncated,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.96,,,,,0.00,0.00,580.0,280.0,,,,,0
main,1.90,s2chg,353943.1,3130418.0,3714.782,3714.782,3714.782,ok,345.0,85.507491,28.290316,3897.0,0.88,13.61,182.23877,,truncated,,,,,,,,,182.2,1,,,0.00,,,,,,,,,,,0.96,1,,265.0,,0.00,0.00,,280.0,0,,1,,0
main,2.00,s2,353898.6,3130507.3,3706.519,3706.519,3706.519,open,,,,,,,,,open,,,,,,,,,,0,,,0.00,,,,,,,,,,,1.00,,,,,0.00,0.00,600.0,600.0,,,,,0
main,2.00,s2chg,353898.6,3130507.3,3706.519,3706.519,3706.519,open,,,,,,,,,open,,,,,,,,,,0,,,0.00,,,,,,,,,,,1.00,,,,,0.00,0.00,600.0,600.0,,,,,0
main,2.10,s2,353854.1,3130596.6,3684.747,3684.747,3684.747,truncated,,,,,,,,,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.97,,,,,0.00,0.00,590.0,340.0,,,,,0
main,2.10,s2chg,353854.1,3130596.6,3684.747,3684.747,3684.747,ok,495.0,85.505201,28.291299,3985.6,0.93,14.40,300.8059,no-change-in-run,truncated,,,,,,,,,,0,,,0.00,,,,,,,,,,,0.97,0,,445.0,,0.00,0.00,,340.0,0,,1,,0
main,2.20,s2,353809.6,3130685.9,3668.067,3668.067,3668.067,truncated,,,,,,,,,open,,,,,,,,side-valley,,0,,,0.00,,,,,,,,,,,0.97,,,,,0.00,0.00,560.0,600.0,,,,,0
main,2.20,s2chg,353809.6,3130685.9,3668.067,3668.067,3668.067,truncated,,,,,,,,,ok,495.0,85.513625,28.296140,3876.3,0.84,13.05,208.2273,side-valley,,0,,,0.00,,,,,,,,,,,0.97,,1,,465.0,0.00,0.00,560.0,,,0,,1,0
main,2.30,s2,353765.2,3130775.2,3660.6736,3660.6736,3660.6736,truncated,,,,,,,,,open,,,,,,,,side-valley,,0,,,0.00,,,,,,,,,,,0.97,,,,,0.00,0.00,560.0,600.0,,,,,0
main,2.30,s2chg,353765.2,3130775.2,3660.6736,3660.6736,3660.6736,truncated,,,,,,,,,ok,585.0,85.513977,28.297312,3944.1,0.90,13.92,283.4065,side-valley,,0,,,0.00,,,,,,,,,,,0.97,,1,,505.0,0.00,0.00,560.0,,,0,,1,0
main,2.40,s2,353720.7,3130864.5,3651.481,3651.481,3651.481,truncated,,,,,,,,,open,,,,,,,,side-valley,,0,,,0.00,,,,,,,,,,,0.94,,,,,0.00,0.00,530.0,600.0,,,,,0
main,2.40,s2chg,353720.7,3130864.5,3651.481,3651.481,3651.481,truncated,,,,,,,,,ok,565.0,85.513331,28.298030,3947.5,0.90,13.96,296.05664,side-valley;no-change-in-run,,0,,,0.00,,,,,,,,,,,0.94,,0,,545.0,0.00,0.00,530.0,,,0,,1,0
main,2.50,s2,353676.2,3130953.8,3639.3638,3639.3638,3639.3638,truncated,,,,,,,,,ok,555.0,85.512775,28.298790,3956.1,0.37,5.94,316.71997,prebare-at-trim;no-change-in-run,,0,,,0.00,,,,,,,,,,,0.92,,0,,555.0,0.00,0.00,500.0,,,1,,1,0
main,2.50,s2chg,353676.2,3130953.8,3639.3638,3639.3638,3639.3638,truncated,,,,,,,,,ok,555.0,85.512775,28.298790,3956.1,0.37,5.94,316.71997,prebare-at-trim;no-change-in-run,,0,,,0.00,,,,,,,,,,,0.92,,0,,555.0,0.00,0.00,500.0,,,1,,1,0
main,2.60,s2,353631.8,3131043.1,3629.4927,3629.4927,3629.4927,truncated,,,,,,,,,ok,575.0,85.512492,28.299673,3962.9,0.44,7.06,333.36084,side-valley,,0,,,0.00,,,,,,,,,,,0.88,,1,,565.0,0.00,0.00,450.0,,,0,,1,0
main,2.60,s2chg,353631.8,3131043.1,3629.4927,3629.4927,3629.4927,truncated,,,,,,,,,ok,575.0,85.512492,28.299673,3962.9,0.44,7.06,333.36084,side-valley,,0,,,0.00,,,,,,,,,,,0.88,,1,,565.0,0.00,0.00,450.0,,,0,,1,0
main,2.70,s2,353587.3,3131132.4,3634.9573,3629.4927,3629.4927,truncated,,,,,,,,,ok,555.0,85.511846,28.300392,3963.3,0.55,8.63,333.83276,side-valley;no-change-in-run,,0,,,0.00,,,,,,,,,,,0.80,,0,,535.0,0.00,0.00,360.0,,,0,,1,0
main,2.70,s2chg,353587.3,3131132.4,3634.9573,3629.4927,3629.4927,truncated,,,,,,,,,ok,555.0,85.511846,28.300392,3963.3,0.55,8.63,333.83276,side-valley;no-change-in-run,,0,,,0.00,,,,,,,,,,,0.80,,0,,535.0,0.00,0.00,360.0,,,0,,1,0
main,2.80,s2,353542.8,3131221.7,3630.502,3629.4927,3629.4927,truncated,,,,,,,,,ok,515.0,85.511019,28.301028,3937.9,0.45,7.13,308.42993,side-valley;no-change-in-run,,0,,,0.00,,,,,,,,,,,0.71,,0,,115.0,0.00,0.00,110.0,,,0,,1,0
main,2.80,s2chg,353542.8,3131221.7,3630.502,3629.4927,3629.4927,truncated,,,,,,,,,ok,155.0,85.507753,28.299544,3659.7,0.43,6.85,30.215332,side-valley;no-change-in-run,,0,,,0.00,,,,,,,,,,,0.71,,0,,115.0,0.00,0.00,110.0,,,0,,1,0
main,2.90,s2,353498.4,3131311.0,3622.485,3622.485,3622.485,truncated,,,,,,,,,truncated,,,,,,,,side-valley,,0,,,0.00,,,,,,,,,,,0.57,,,,,50.00,10.00,200.0,150.0,,,,,0
main,2.90,s2chg,353498.4,3131311.0,3622.485,3622.485,3622.485,truncated,,,,,,,,,truncated,,,,,,,,side-valley,,0,,,0.00,,,,,,,,,,,0.57,,,,,50.00,10.00,200.0,150.0,,,,,0
main,3.00,s2,353453.9,3131400.3,3604.7632,3604.7632,3604.7632,truncated,,,,,,,,,truncated,,,,,,,,,,0,,102752.9,0.17,,,,,,,,,,,0.51,,,,,0.00,0.00,0.00,70.0,,,,,0
main,3.00,s2chg,353453.9,3131400.3,3604.7632,3604.7632,3604.7632,truncated,,,,,,,,,truncated,,,,,,,,,,0,,102752.9,0.17,,,,,,,,,,,0.51,,,,,0.00,0.00,0.00,70.0,,,,,0
main,3.10,s2,353409.4,3131489.6,3590.7424,3590.7424,3590.7424,truncated,,,,,,,,,ok,405.0,85.508625,28.302980,3844.6,0.70,10.95,253.81445,side-valley,,0,,26145.4,0.66,,,,,,,,,,,0.48,,1,,385.0,,30.00,,,,0,,1,0
main,3.10,s2chg,353409.4,3131489.6,3590.7424,3590.7424,3590.7424,truncated,,,,,,,,,ok,405.0,85.508625,28.302980,3844.6,0.70,10.95,253.81445,side-valley,,0,,26145.4,0.66,,,,,,,,,,,0.48,,1,,385.0,,30.00,,,,0,,1,0
main,3.20,s2,353364.9,3131578.9,3570.2214,3570.2214,3570.2214,truncated,,,,,,,,,ok,425.0,85.508341,28.303865,3838.2,0.44,6.97,267.96826,side-valley,,0,,7252.1,2.36,,,,,,,,,,,0.50,,1,,215.0,0.00,0.00,0.00,,,0,,1,0
main,3.20,s2chg,353364.9,3131578.9,3570.2214,3570.2214,3570.2214,truncated,,,,,,,,,ok,245.0,85.506709,28.303121,3716.4,0.67,10.46,146.21509,side-valley;no-change-in-run,,0,,7252.1,2.36,,,,,,,,,,,0.50,,0,,215.0,0.00,0.00,0.00,,,0,,1,0
main,3.30,s2,353319.7,3131667.8,3552.6812,3552.6812,3552.6812,truncated,,,,,,,,side-valley,ok,455.0,85.508087,28.304875,3823.9,0.50,7.91,271.25708,,271.3,1,,3163.8,5.41,,,,,,,,,,,0.50,,1,,145.0,,10.00,,,,0,,1,0
main,3.30,s2chg,353319.7,3131667.8,3552.6812,3552.6812,3552.6812,truncated,,,,,,,,side-valley,ok,175.0,85.505582,28.303662,3657.1,0.69,10.73,104.409424,no-change-in-run,,0,,3163.8,5.41,,,,,,,,,,,0.50,,0,,145.0,,10.00,,,,0,,1,0
main,3.40,s2,353273.0,3131755.8,3534.8005,3534.8005,3534.8005,truncated,,,,,,,,side-valley,truncated,,,,,,,,,,0,,1092.1,15.46,,,,,,,,,,,0.45,,,,,,,,,,,,,0
main,3.40,s2chg,353273.0,3131755.8,3534.8005,3534.8005,3534.8005,truncated,,,,,,,,side-valley,truncated,,,,,,,,,,0,,1092.1,15.46,,,,,,,,,,,0.45,,,,,,,,,,,,,0
main,3.50,s2,353220.7,3131840.8,3516.8284,3516.8284,3516.8284,truncated,,,,,,,,,truncated,,,,,,,,,,0,,1323.3,12.53,,,,,,,,,,,0.45,,,,,,,,,,,,,0
main,3.50,s2chg,353220.7,3131840.8,3516.8284,3516.8284,3516.8284,truncated,,,,,,,,,truncated,,,,,,,,,,0,,1323.3,12.53,,,,,,,,,,,0.45,,,,,,,,,,,,,0
main,3.60,s2,353161.4,3131920.6,3501.9268,3501.9268,3501.9268,truncated,,,,,,,,,truncated,,,,,,,,,,0,,1963.4,8.39,,,,,,,,,,,0.45,,,,,,,,,,,,,0
main,3.60,s2chg,353161.4,3131920.6,3501.9268,3501.9268,3501.9268,truncated,,,,,,,,,truncated,,,,,,,,,,0,,1963.4,8.39,,,,,,,,,,,0.45,,,,,,,,,,,,,0
main,3.70,s2,353077.8,3131968.2,3493.313,3493.313,3493.313,truncated,,,,,,,,,truncated,,,,,,,,,,0,,2405.5,6.84,,,,,,,,,,,0.43,,,,,,,,,,,,,0
main,3.70,s2chg,353077.8,3131968.2,3493.313,3493.313,3493.313,truncated,,,,,,,,,truncated,,,,,,,,,,0,,2405.5,6.84,,,,,,,,,,,0.43,,,,,,,,,,,,,0
main,3.80,s2,353036.5,3132050.0,3489.637,3489.637,3489.637,truncated,,,,,,,,,truncated,,,,,,,,,,0,,2829.3,5.79,,,,,,,,,,,0.43,,,,,,,,,,,,,0
main,3.80,s2chg,353036.5,3132050.0,3489.637,3489.637,3489.637,truncated,,,,,,,,,truncated,,,,,,,,,,0,,2829.3,5.79,,,,,,,,,,,0.43,,,,,,,,,,,,,0
main,3.90,s2,352982.4,3132130.7,3485.6868,3485.6868,3485.6868,truncated,,,,,,,,,truncated,,,,,,,,,,0,,3803.9,4.31,,,,,,,,,,,0.40,,,,,,,,,,,,,0
main,3.90,s2chg,352982.4,3132130.7,3485.6868,3485.6868,3485.6868,truncated,,,,,,,,,truncated,,,,,,,,,,0,,3803.9,4.31,,,,,,,,,,,0.40,,,,,,,,,,,,,0
main,4.00,s2,352910.8,3132200.2,3481.808,3481.808,3481.808,truncated,,,,,,,,,truncated,,,,,,,,,,0,,2576.5,6.49,,,,,,,,,,,0.31,,,,,,,,,,,,,0
main,4.00,s2chg,352910.8,3132200.2,3481.808,3481.808,3481.808,truncated,,,,,,,,,truncated,,,,,,,,,,0,,2576.5,6.49,,,,,,,,,,,0.31,,,,,,,,,,,,,0
main,4.10,s2,352866.0,3132288.4,3472.8235,3472.8235,3472.8235,truncated,,,,,,,,,truncated,,,,,,,,,,0,,4255.0,3.98,,,,,,,,,,,0.21,,,,,,,,,,,,,0
main,4.10,s2chg,352866.0,3132288.4,3472.8235,3472.8235,3472.8235,truncated,,,,,,,,,truncated,,,,,,,,,,0,,4255.0,3.98,,,,,,,,,,,0.21,,,,,,,,,,,,,0
main,4.20,s2,352808.0,3132369.5,3463.0256,3463.0256,3463.0256,truncated,,,,,,,,,truncated,,,,,,,,,,0,,2706.2,6.30,,,,,,,,,,,0.18,,,,,,,,,,,,,0
main,4.20,s2chg,352808.0,3132369.5,3463.0256,3463.0256,3463.0256,truncated,,,,,,,,,truncated,,,,,,,,,,0,,2706.2,6.30,,,,,,,,,,,0.18,,,,,,,,,,,,,0
main,5.50,s2,351894.1,3133221.8,3244.1963,3244.1963,3244.1963,truncated,,,,,,,,side-valley,truncated,,,,,,,,,,0,,1728.6,9.34,,,,,,,,,,,0.10,,,,,,,,,,,,,0
main,5.50,s2chg,351894.1,3133221.8,3244.1963,3244.1963,3244.1963,truncated,,,,,,,,side-valley,truncated,,,,,,,,,,0,,1728.6,9.34,,,,,,,,,,,0.10,,,,,,,,,,,,,0
main,5.60,s2,351806.2,3133266.4,3218.491,3218.491,3218.491,truncated,,,,,,,,side-valley,truncated,,,,,,,,,,0,,336.7,48.28,,,,,,,,,,,0.12,,,,,,,,,,,,,0
main,5.60,s2chg,351806.2,3133266.4,3218.491,3218.491,3218.491,truncated,,,,,,,,side-valley,truncated,,,,,,,,,,0,,336.7,48.28,,,,,,,,,,,0.12,,,,,,,,,,,,,0
main,6.00,s2,351837.5,3133614.2,3137.7957,3137.7957,3137.7957,truncated,,,,,,,,,truncated,,,,,,,,,,0,,367.3,46.37,,,,,,,,,,,0.10,,,,,,,,,,,,,0
main,6.00,s2chg,351837.5,3133614.2,3137.7957,3137.7957,3137.7957,truncated,,,,,,,,,truncated,,,,,,,,,,0,,367.3,46.37,,,,,,,,,,,0.10,,,,,,,,,,,,,0
main,6.10,s2,351807.3,3133707.4,3118.6816,3118.6816,3118.6816,truncated,,,,,,,,,truncated,,,,,,,,,,0,,361.6,46.33,,,,,,,,,,,0.11,,,,,,,,,,,,,0
main,6.10,s2chg,351807.3,3133707.4,3118.6816,3118.6816,3118.6816,truncated,,,,,,,,,truncated,,,,,,,,,,0,,361.6,46.33,,,,,,,,,,,0.11,,,,,,,,,,,,,0
main,6.20,s2,351762.9,3133796.8,3103.848,3103.848,3103.848,truncated,,,,,,,,,truncated,,,,,,,,,,0,,615.6,27.01,,,,,,,,,,,0.30,,,,,,,,,,,,,0
main,6.20,s2chg,351762.9,3133796.8,3103.848,3103.848,3103.848,truncated,,,,,,,,,truncated,,,,,,,,,,0,,615.6,27.01,,,,,,,,,,,0.30,,,,,,,,,,,,,0
main,6.30,s2,351698.7,3133873.1,3088.9976,3088.9976,3088.9976,truncated,,,,,,,,side-valley,truncated,,,,,,,,side-valley,,0,,4854.4,3.50,,,,,,,,,,,0.31,,,,,,,,,,,,,0
main,6.30,s2chg,351698.7,3133873.1,3088.9976,3088.9976,3088.9976,truncated,,,,,,,,side-valley,truncated,,,,,,,,side-valley,,0,,4854.4,3.50,,,,,,,,,,,0.31,,,,,,,,,,,,,0
main,6.40,s2,351640.9,3133954.3,3072.208,3072.208,3072.208,truncated,,,,,,,,,truncated,,,,,,,,side-valley,,0,,72915.9,0.23,,,,,,,,,,,0.33,,,,,,,,,,,,,0
main,6.40,s2chg,351640.9,3133954.3,3072.208,3072.208,3072.208,truncated,,,,,,,,,truncated,,,,,,,,side-valley,,0,,72915.9,0.23,,,,,,,,,,,0.33,,,,,,,,,,,,,0
main,6.50,s2,351589.4,3134039.8,3054.3538,3054.3538,3054.3538,truncated,,,,,,,,side-valley,truncated,,,,,,,,,,0,,1700.3,9.89,,,,,,,,,,,0.40,,,,,,,,,,,,,0
main,6.50,s2chg,351589.4,3134039.8,3054.3538,3054.3538,3054.3538,truncated,,,,,,,,side-valley,truncated,,,,,,,,,,0,,1700.3,9.89,,,,,,,,,,,0.40,,,,,,,,,,,,,0
main,6.60,s2,351541.9,3134127.2,3033.4734,3033.4734,3033.4734,truncated,,,,,,,,side-valley,truncated,,,,,,,,side-valley,,0,,1311.5,12.78,,,,,,,,,,,0.44,,,,,,,,,,,,,0
main,6.60,s2chg,351541.9,3134127.2,3033.4734,3033.4734,3033.4734,truncated,,,,,,,,side-valley,truncated,,,,,,,,side-valley,,0,,1311.5,12.78,,,,,,,,,,,0.44,,,,,,,,,,,,,0
main,6.70,s2,351475.6,3134201.6,3020.1619,3020.1619,3020.1619,truncated,,,,,,,,,truncated,,,,,,,,side-valley,,0,,448.6,37.78,,,,,,,,,,,0.37,,,,,,,,,,,,,0
main,6.70,s2chg,351475.6,3134201.6,3020.1619,3020.1619,3020.1619,truncated,,,,,,,,,truncated,,,,,,,,side-valley,,0,,448.6,37.78,,,,,,,,,,,0.37,,,,,,,,,,,,,0
main,6.80,s2,351465.0,3134299.1,3006.326,3006.326,3006.326,truncated,,,,,,,,,truncated,,,,,,,,side-valley,,0,,541.7,30.63,,,,,,,,,,,0.47,,,,,,,,,,,,,0
main,6.80,s2chg,351465.0,3134299.1,3006.326,3006.326,3006.326,truncated,,,,,,,,,truncated,,,,,,,,side-valley,,0,,541.7,30.63,,,,,,,,,,,0.47,,,,,,,,,,,,,0
